City ID,City,Country,Date,Lat,Lng,Max Temp (F),Humidity (%),Cloudiness (%),Wind Speed (mph)
364,Wellington,NZ,1599271727,-41.29,174.78,59.0,82,92,18.34
365,Mvuma,ZW,1599271891,-19.28,30.53,51.8,76,0,9.06
366,Aksarka,RU,1599271892,66.56,67.8,39.43,83,25,5.73
367,Surab,PK,1599271892,28.49,66.26,69.22,24,45,3.42
368,Aleksandrov Gay,RU,1599271893,50.15,48.57,56.82,48,88,8.57
369,Bloomfield,US,1599271893,40.81,-74.19,78.8,56,1,6.15
370,Waitati,NZ,1599271747,-45.75,170.57,57.99,62,49,10.0
371,Henderson,US,1599271847,36.04,-114.98,107.6,7,1,2.44
372,Krasnoarmeysk,RU,1599271894,51.02,45.7,55.99,46,78,8.01
373,Timiryazevskiy,RU,1599271895,56.49,84.88,46.0,93,75,8.95
374,Mayumba,GA,1599271895,-3.43,10.66,73.02,88,8,7.4
375,San Patricio,MX,1599271895,19.22,-104.7,86.0,74,40,11.41
376,Cockburn Town,TC,1599271896,21.46,-71.14,83.53,77,95,17.87
377,Evensk,RU,1599271896,61.95,159.23,52.5,45,0,6.02
378,Kosa,RU,1599271896,59.94,55.0,43.3,96,0,3.09
379,Angoche,MZ,1599271897,-16.23,39.91,71.37,69,89,13.18
380,Kaeo,NZ,1599271897,-35.1,173.78,58.35,60,81,7.78
381,Dandeli,IN,1599271898,15.27,74.62,75.2,88,75,3.36
382,Yaan,NG,1599271898,7.38,8.57,72.03,97,100,7.4
383,Emba,KZ,1599271898,48.83,58.14,53.51,43,0,4.21
384,Puerto Escondido,MX,1599271899,15.85,-97.07,78.84,82,100,2.8
385,Airai,TL,1599271899,-8.93,125.41,76.96,37,0,5.14
386,Bahādurganj,IN,1599271899,26.27,87.82,86.65,69,67,1.57
387,Lubbock,US,1599271681,33.6,-101.83,84.2,45,20,11.41
388,Bako,ET,1599271900,5.78,36.57,64.8,81,100,2.71
389,Mogadishu,SO,1599271900,2.04,45.34,76.3,77,60,15.95
390,Assiut,EG,1599271901,27.18,31.18,77.0,47,37,6.93
391,Kiryat Gat,IL,1599271622,31.61,34.76,84.0,80,0,1.83
392,Fairbanks,US,1599271720,64.84,-147.72,51.8,87,90,8.05
393,Adrar,MR,1599271902,20.5,-10.07,92.25,34,31,8.21
394,Kargil,IN,1599271902,34.57,76.1,54.19,49,6,3.98
395,Beringovskiy,RU,1599271903,63.05,179.32,46.02,70,100,15.19
396,Iqaluit,CA,1599271903,63.75,-68.51,41.0,65,75,4.59
397,Gualeguaychú,AR,1599271857,-33.01,-58.52,50.0,84,100,1.99
398,Cap Malheureux,MU,1599271903,-19.98,57.61,66.2,88,75,17.22
399,Kortkeros,RU,1599271904,61.81,51.58,39.2,100,20,2.24
400,Tra Vinh,VN,1599271905,9.93,106.35,88.36,62,100,1.3
401,Reshetnikovo,RU,1599271906,56.45,36.57,59.05,68,100,5.97
402,Ampanihy,MG,1599271906,-24.7,44.75,57.11,79,0,11.88
403,Kaili,ID,1599271906,-3.46,120.21,80.8,61,32,3.67
404,Sur,OM,1599271907,22.57,59.53,78.85,60,0,8.14
405,Chinhoyi,ZW,1599271907,-17.37,30.2,50.25,72,0,4.34
406,Awjilah,LY,1599271907,29.11,21.29,76.39,46,0,9.28
407,Aswān,EG,1599271908,24.09,32.91,88.63,20,25,7.2
408,Krasnokholmskiy,RU,1599271908,55.99,55.05,43.02,89,0,3.76
409,Ketchikan,US,1599271908,55.34,-131.65,55.4,100,90,5.82
410,Halifax,CA,1599271882,44.65,-63.57,66.0,99,88,5.48
411,Laramie,US,1599271691,41.31,-105.59,77.0,12,1,5.82
412,Pingzhuang,CN,1599271909,42.04,119.29,70.99,50,0,6.93
413,Mandalgovi,MN,1599271909,45.76,106.27,67.24,32,100,9.86
414,Salem,IN,1599271887,11.65,78.17,77.0,83,75,2.13
415,Barra do Garças,BR,1599271910,-15.89,-52.26,77.0,47,5,1.83
416,Mossamedes,AO,1599271911,-15.2,12.15,61.92,75,10,4.76
417,Hong Kong,HK,1599271874,22.29,114.16,84.99,78,40,5.82
418,City of San Pedro,PH,1599271911,14.35,121.02,89.01,70,85,2.24
419,Kieta,PG,1599271912,-6.22,155.63,85.57,64,14,6.11
420,Yumen,CN,1599271912,40.28,97.2,68.29,34,100,13.49
421,Leh,IN,1599271912,34.17,77.58,53.6,48,1,3.89
422,Ürümqi,CN,1599271827,43.8,87.6,79.0,40,2,4.47
423,Xinmin,CN,1599271913,41.99,122.83,77.0,61,0,13.42
424,Pervomayskoye,RU,1599271913,43.92,46.71,63.7,87,0,6.11
425,Mocuba,MZ,1599271914,-16.84,36.99,65.08,85,50,4.14
426,Zharkovskiy,RU,1599271914,55.85,32.27,51.37,96,40,3.04
427,Boa Vista,BR,1599271883,2.82,-60.67,84.2,66,88,2.24
428,Rio de Janeiro,BR,1599271874,-22.9,-43.21,75.2,73,20,3.36
429,Tuy Hoa,VN,1599271915,13.08,109.3,87.42,63,6,4.25
430,Westport,US,1599271915,41.14,-73.36,75.2,44,1,8.05
431,Morondava,MG,1599271915,-20.28,44.28,68.11,56,0,14.81
432,Maracás,BR,1599271916,-13.44,-40.43,59.2,91,17,9.78
433,Lékoni,GA,1599271916,-1.58,14.26,72.18,81,24,6.98
434,Inongo,CD,1599271916,-1.95,18.27,70.25,84,0,4.65
435,Sucúa,EC,1599271917,-2.47,-78.17,66.04,79,43,3.65
436,Bonthe,SL,1599271917,7.53,-12.51,76.77,89,100,4.88
437,Neuquén,AR,1599271917,-38.95,-68.06,51.8,40,100,5.82
438,Zhanjiang,CN,1599271918,21.28,110.34,86.94,69,9,4.41
439,Ust-Maya,RU,1599271918,60.42,134.53,50.97,94,100,8.77
440,Lucea,JM,1599271918,18.45,-78.17,82.4,78,20,8.05
441,Santa Cruz,MA,1599271919,30.42,-9.6,68.0,82,0,6.93
442,Kunduz,AF,1599271919,36.73,68.86,71.96,24,0,1.61
443,Lingao,CN,1599271920,19.91,109.69,85.73,69,59,4.07
444,Dudinka,RU,1599271920,69.41,86.18,37.4,86,40,13.42
445,Caravelas,BR,1599271920,-17.71,-39.25,70.56,89,41,3.98
446,‘Āhuimanu,US,1599271730,21.44,-157.84,89.6,61,75,10.29
447,Banjar,ID,1599271921,-8.19,114.97,86.0,74,40,10.29
448,Poli,TZ,1599271921,-3.33,36.8,64.4,100,75,5.82
449,Puerto Madryn,AR,1599271793,-42.77,-65.04,45.21,67,0,8.01
450,Mopti,ML,1599271923,14.67,-4.0,81.0,73,67,9.51
451,Banda Aceh,ID,1599271923,5.56,95.32,83.82,69,91,8.39
452,Kota Tinggi,MY,1599271924,1.74,103.9,77.0,94,75,1.12
453,Ca Mau,VN,1599271725,9.18,105.15,89.02,60,99,2.93
454,Creel,MX,1599271924,27.75,-107.63,61.34,51,11,9.48
455,Makkah al Mukarramah,SA,1599271681,21.43,39.83,86.7,30,1,2.06
456,Nyurba,RU,1599271925,63.28,118.33,63.9,68,43,3.87
457,Noumea,NC,1599271635,-22.28,166.46,75.0,60,75,6.93
458,Korla,CN,1599271926,41.76,86.15,74.88,23,25,10.89
459,Kerema,PG,1599271926,-7.96,145.78,81.23,76,59,6.35
460,Tezu,IN,1599271926,27.92,96.17,83.53,64,91,1.88
461,Itarema,BR,1599271927,-2.92,-39.92,78.04,81,0,18.01
462,Santiago de Cao,PE,1599271927,-7.96,-79.24,59.47,89,11,10.98
463,Langsa,ID,1599271810,4.47,97.97,83.41,73,94,3.15
464,Yulara,AU,1599271928,-25.24,130.99,75.2,19,0,19.46
465,Muisne,EC,1599271928,0.6,-80.03,72.91,87,96,10.45
466,Kahului,US,1599271928,20.89,-156.47,89.6,46,1,23.04
467,Tiznit Province,MA,1599271929,29.58,-9.5,76.19,55,0,1.07
468,Kiama,AU,1599271930,-34.68,150.87,70.0,40,0,7.0
469,Wencheng,CN,1599271930,33.06,113.8,83.48,51,58,5.44
470,Mwene-Ditu,CD,1599271930,-7.0,23.45,69.51,48,60,3.0
471,Rosário do Sul,BR,1599271931,-30.26,-54.91,50.56,88,30,8.52
472,Tsabong,BW,1599271931,-26.02,22.4,65.03,37,73,3.04
473,Taoudenni,ML,1599271931,22.68,-3.98,90.73,40,86,4.68
474,Maningrida,AU,1599271932,-12.07,134.27,85.42,47,0,12.93
475,Lokhvytsya,UA,1599271803,50.37,33.26,62.24,87,100,7.67
476,Tahoua,NE,1599271932,14.89,5.27,82.6,62,85,7.76
477,Portland,US,1599271715,45.52,-122.68,86.0,37,20,3.36
478,Nichinan,JP,1599271933,31.6,131.37,80.6,88,75,13.87
479,Vermilion,US,1599271933,40.17,-87.75,62.01,93,1,3.8
480,Kanigoro,ID,1599271934,-8.13,112.22,83.77,54,5,9.78
481,Kogon,UZ,1599271934,39.72,64.55,62.6,59,0,6.93
482,Half Moon Bay,US,1599271934,37.46,-122.43,77.0,72,1,10.29
483,Soloneshnoye,RU,1599271935,51.65,84.32,46.18,73,19,7.74
484,Rehoboth,NA,1599271935,-23.32,17.08,63.28,60,95,5.57
485,Ikom,NG,1599271935,5.97,8.71,72.55,97,100,3.02
486,Dawei,MM,1599271936,14.08,98.2,84.15,76,95,2.15
487,Newport,GB,1599271790,51.59,-3.0,57.0,87,0,1.01
488,Ponnāni,IN,1599271650,10.77,75.93,77.0,94,75,3.36
489,Marzuq,YE,1599271937,14.4,46.47,77.22,46,20,1.74
490,Inhambane,MZ,1599271937,-23.86,35.38,69.46,66,100,10.6
491,Tudela,ES,1599271938,42.06,-1.6,68.0,60,0,12.75
492,Mansôa,GW,1599271938,12.07,-15.32,75.52,92,100,5.75
493,Sibu,MY,1599271938,2.3,111.82,75.2,100,40,2.24
494,Sittwe,MM,1599271818,20.15,92.9,83.8,80,63,7.83
495,Erzin,TR,1599271939,36.96,36.2,80.01,82,0,10.0
496,Iringa,TZ,1599271939,-7.77,35.7,64.4,52,5,5.82
497,Luanda,AO,1599271940,-8.84,13.23,69.8,88,75,5.82
498,Itanagar,IN,1599271940,27.1,93.62,80.58,73,100,1.57
499,Bakloh,IN,1599271940,32.47,75.92,70.41,82,11,2.44
500,Los Llanos de Aridane,ES,1599271942,28.66,-17.92,73.4,78,0,2.24
501,Zhangaözen,KZ,1599271942,43.3,52.8,69.08,42,68,12.15
502,Marawi,PH,1599271942,8.0,124.29,84.0,80,17,5.99
503,Burley,US,1599271943,42.54,-113.79,91.4,19,1,3.36
504,Ginda,IN,1599271943,30.69,78.49,78.8,88,20,0.18
505,Jalu,LY,1599271943,29.03,21.55,76.15,50,0,9.26
506,Limbdi,IN,1599271944,22.57,71.8,84.04,73,73,3.29
507,Marrakesh,MA,1599271817,31.63,-8.01,78.8,50,0,2.24
508,Muroto-misakicho,JP,1599271944,33.28,134.15,87.8,62,75,4.7
509,Dombarovskiy,RU,1599271945,50.76,59.54,51.17,53,54,6.73
510,Port Moresby,PG,1599271945,-9.44,147.18,82.31,72,24,12.8
511,Hammerfest,NO,1599271945,70.66,23.68,53.6,93,100,8.05
512,Sembakung,ID,1599271946,3.82,117.25,89.2,60,14,2.71
513,Verkhnedneprovskiy,RU,1599271946,54.98,33.35,56.8,97,100,3.42
514,Puro,PH,1599271946,12.48,123.38,87.06,67,92,5.93
515,Raja,SS,1599271947,8.46,25.68,68.72,96,100,3.76
516,Erenhot,CN,1599271947,43.65,111.98,67.62,35,75,2.59
517,Kalininsk,RU,1599271948,51.5,44.48,49.59,61,100,7.38
518,Kulpahār,IN,1599271948,25.32,79.65,82.02,77,0,6.71
519,Glen Cove,US,1599271751,40.86,-73.63,73.99,68,45,1.01
520,Yuci,CN,1599271949,37.68,112.73,69.8,49,100,2.24
521,Washougal,US,1599271949,45.58,-122.35,87.8,33,1,4.7
522,Kirakira,SB,1599271949,-10.45,161.92,82.38,77,100,13.76
523,Baykit,RU,1599271950,61.67,96.37,59.25,82,100,1.01
524,Bartica,GY,1599271950,6.4,-58.62,74.86,97,100,2.98
525,Leticia,CO,1599271950,-4.22,-69.94,78.8,100,8,1.68
526,Staryy Nadym,RU,1599271951,65.61,72.68,42.4,78,0,19.01
527,Pecos,US,1599271951,31.42,-103.49,89.6,25,1,11.41
528,Dandong,CN,1599271662,40.13,124.39,73.09,77,0,10.6
529,Hay River,CA,1599271952,60.82,-115.8,53.6,71,75,14.99
530,Parnarama,BR,1599271952,-5.68,-43.09,76.95,43,4,2.17
531,Samarkand,UZ,1599271952,39.65,66.96,64.4,48,0,4.7
532,Avera,US,1599271953,33.19,-82.53,82.4,83,1,3.02
533,Nanganga,TZ,1599271953,-10.38,39.15,65.59,86,39,4.0
534,Spencer,US,1599271953,43.14,-95.14,66.0,62,0,1.99
535,Bubaque,GW,1599271954,11.28,-15.83,79.45,82,99,12.77
536,Bariloche,AR,1599271954,-41.15,-71.31,37.4,55,100,8.05
537,Labuhan,ID,1599271954,-6.88,112.21,83.91,66,12,4.36
538,Chifeng,CN,1599271809,42.27,118.96,70.52,48,1,7.18
539,Kutum,SD,1599271955,14.2,24.67,76.19,62,97,5.14
540,Margate,GB,1599271955,51.38,1.39,61.0,73,100,1.99
541,Stuttgart,DE,1599271813,48.78,9.18,60.01,87,0,2.24
542,Upata,VE,1599271956,8.01,-62.4,72.09,94,100,4.0
543,Havre-St-Pierre,CA,1599271957,50.23,-63.6,53.6,76,1,8.05
544,Najrān,SA,1599271957,17.49,44.13,73.4,31,0,4.29
545,São João da Barra,BR,1599271957,-21.64,-41.05,72.68,83,2,15.64
546,Rosarito,MX,1599271958,32.33,-117.03,82.4,69,1,4.7
547,Hualmay,PE,1599271958,-11.1,-77.61,59.4,84,9,6.78
548,Bhīnmāl,IN,1599271959,25.0,72.25,81.48,76,50,9.46
549,Kumylzhenskaya,RU,1599271959,49.88,42.59,53.01,61,55,1.99
550,Lárdos,GR,1599271960,36.09,28.02,82.4,61,0,11.41
551,Vila Velha,BR,1599271961,-20.33,-40.29,73.99,78,0,11.41
552,Kapuvár,HU,1599271961,47.59,17.03,57.99,87,0,4.7
